5072	40592433.000000000 7915097.000000000 15656494.000000000  7915097.000000000
5136	41890885.000000000 8186260.000000000 16325722.000000000  8186260.000000000
5200	42913034.000000000 8381565.000000000 16706195.000000000  8381565.000000000
5264	43879441.000000000 8579227.000000000 17023114.000000000  8579227.000000000
5328	45025668.000000000 8778619.000000000 17511837.000000000  8778619.000000000
5392	46015967.000000000 8980932.000000000 17836565.000000000  8980932.000000000
5456	47016302.000000000 9185610.000000000 18163416.000000000  9185610.000000000
5520	48201962.000000000 9391556.000000000 18667866.000000000  9391556.000000000
5584	49227001.000000000 9601210.000000000 19003507.000000000  9601210.000000000
