5072	34717736.000000000 5539710.000000000 9384016.000000000   5539710.000000000
5136	35794784.000000000 5757293.000000000 9822311.000000000   5757293.000000000
5200	36644787.000000000 5896661.000000000 10020731.000000000  5896661.000000000
5264	37504559.000000000 6037614.000000000 10220891.000000000  6037614.000000000
5328	38458962.000000000 6179939.000000000 10507573.000000000  6179939.000000000
5392	39339645.000000000 6324141.000000000 10712417.000000000  6324141.000000000
5456	40230497.000000000 6470329.000000000 10919404.000000000  6470329.000000000
5520	41306763.000000000 6617467.000000000 11303792.000000000  6617467.000000000
5584	42219470.000000000 6766790.000000000 11516523.000000000  6766790.000000000
