16144    1.474743050  0.887748900
16208    1.513796700  0.894383400
16272    1.550754300  0.902057700
16336    1.597494550  0.908939150
16400    1.490604600  0.915952900
16464    1.608218950  0.923232900
16528    1.588149150  0.930181900
16592    1.644715000  0.959175600
16656    1.587200800  0.950539950
16720    1.647593650  0.984884400
16784    1.777690400  0.999018400
16848    1.826284100  0.995827150
16912    1.658999250  0.991262450
16976    1.762037050  1.039093500
17040    1.796221400  1.042761000
17104    1.705985600  1.055636050
17168    1.708196650  1.060731100
